"","KLCODE","DATE","source","REGIO","SUBREGIO","AGE","SEX","PM","MASS","BILL","WING","TOTHD","TARS","TATO","MONTH","jdate","SS"
"9507","R4BRYR",2009-05-27,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,147,"Lap"
"9559","Y7WWYB",2009-04-05,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,4,95,"Lap"
"9560","R6WBRW",2009-04-05,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,4,95,"Lap"
"9561","Y1YYRR",2009-04-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,95,"Lap"
"9562","R3YYRY",2009-04-22,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,4,112,"Lap"
"9563","Y5WBRW",2009-04-22,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,112,"Lap"
"9577","R1BBRR",2009-04-29,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,119,"Lap"
"9586","R2WRYR",2009-05-03,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,123,"Lap"
"9590","Y4RYYR",2009-05-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,125,"Lap"
"9599","Y5WBRW",2009-05-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,125,"Lap"
"9605","Y5WBYB",2009-05-05,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,125,"Lap"
"9612","Y6BBBR",2009-05-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,125,"Lap"
"9613","R1BRWY",2009-05-05,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,125,"Lap"
"9615","Y1RRYR",2009-05-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9620","Y2YYWY",2009-05-06,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9621","R2WRRY",2009-05-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9622","R6WBWB",2009-05-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9623","Y1YYRR",2009-05-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9624","R3WYRB",2009-05-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9636","R3RRBR",2009-05-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9637","R4BRYR",2009-05-06,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9642","Y3RYYR",2009-05-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9648","R3WYRB",2009-05-06,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9651","R6WBRB",2009-05-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9652","R3RRBR",2009-05-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9654","Y3RYYR",2009-05-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9663","R2BRBR",2009-05-07,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,127,"Lap"
"9667","R3RRBR",2009-05-07,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,127,"Lap"
"9674","Y1YYRR",2009-05-07,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,127,"Lap"
"9675","Y1RBRY",2009-05-07,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,127,"Lap"
"9693","R6WBWR",2009-05-07,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,127,"Lap"
"9699","R1RRRR",2009-05-07,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,127,"Lap"
"9708","R6WBWR",2009-05-07,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,127,"Lap"
"9711","R3YYRY",2009-05-25,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,145,"Lap"
"9720","Y3RYYR",2009-05-25,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,145,"Lap"
"9731","R6WBRB",2009-05-25,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,145,"Lap"
"9744","R4BRYR",2009-05-25,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,145,"Lap"
"9751","R3YYRY",2009-05-26,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,146,"Lap"
"9773","Y5WRYW",2009-05-10,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,130,"Lap"
"9820","Y6YRWW",2009-05-06,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"9995","Y7WBYY",2009-05-04,"OBS","WW","TEX",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,124,"Lap"
"9996","R1WYWY",2009-05-04,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,124,"Lap"
"10037","R1RRBB",2009-07-16,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,7,197,"Lap"
"10038","Y1RRRW",2009-07-16,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,197,"Lap"
"10039","R1BRRB",2009-07-16,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,197,"Lap"
"10040","R3YYRR",2009-07-16,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,197,"Lap"
"10041","R1BBRR",2009-07-16,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,7,197,"Lap"
"10043","R6WBWB",2009-07-18,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,199,"Lap"
"10049","R2WRYR",2009-07-31,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,212,"Lap"
"10075","R6WBRB",2009-08-01,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,213,"Lap"
"10078","Y1RRRW",2009-08-01,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,213,"Lap"
"10089","R2WRYR",2009-08-02,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,214,"Lap"
"10096","R6WBWB",2009-08-02,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,214,"Lap"
"10098","R6WBRB",2009-08-02,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,214,"Lap"
"10110","Y1RRYR",2009-08-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"10118","R2WRRB",2009-08-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"10140","Y1RBRY",2009-08-07,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,219,"Lap"
"10145","R2WRYR",2009-08-03,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"10155","R3WYRB",2009-08-03,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"10157","Y1RRRW",2009-08-03,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"10158","R3YYRY",2009-08-03,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"10173","R6WBRB",2009-08-04,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"10177","Y1RBRY",2009-08-04,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"10180","R3RRBR",2009-08-04,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"10185","R3YYRY",2009-08-04,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"10186","Y1RRRW",2009-08-04,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"10187","R2WRYR",2009-08-04,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"10192","R3YYRY",2009-08-04,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"10205","Y1RRYR",2009-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"10208","R2WRYR",2009-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"10214","R3RRBR",2009-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"10222","Y1RRYR",2009-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"10232","Y1RRRW",2009-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"10237","Y1RBRY",2009-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"10243","Y1RRYR",2009-08-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"10244","Y1RBRY",2009-08-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"10254","Y1RBRY",2009-08-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"10256","R2WRYR",2009-08-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"10260","Y1RRYR",2009-08-11,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"10263","R1RWBR",2009-08-11,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"10264","R2WRRY",2009-08-11,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"10266","Y1RRRW",2009-08-11,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"10269","R2WRRB",2009-08-11,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"10270","R2WRYR",2009-08-11,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"10282","R2WRRY",2009-08-15,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,227,"Lap"
"10286","R1BBRR",2009-08-15,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,227,"Lap"
"10287","Y7WWYB",2009-08-15,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,227,"Lap"
"10292","R3YYRY",2009-08-16,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"10294","R1BRRB",2009-08-16,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"10296","R3RRBR",2009-08-16,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"10297","Y5RRBW",2009-08-16,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"10299","R3YYRY",2009-08-16,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"10303","R2WRRB",2009-08-16,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"10306","Y1RBRY",2009-08-16,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"10309","R6WBWR",2009-07-27,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,7,208,"Lap"
"10314","R3RRBR",2009-08-17,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,229,"Lap"
"10316","R6WBRB",2009-08-17,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,229,"Lap"
"10330","Y1RBRY",2009-08-17,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,229,"Lap"
"10332","R6WBWR",2009-08-17,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,229,"Lap"
"10333","R6WBWB",2009-08-17,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,229,"Lap"
"10337","R2YYRY",2009-08-17,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,229,"Lap"
"10338","R3RRBR",2009-08-17,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,229,"Lap"
"10352","Y3RYYR",2005-05-11,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,131,"Lap"
"10355","Y5WRWB",2005-05-11,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,131,"Lap"
"10389","Y5WRYW",2009-08-19,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,231,"Lap"
"10390","R6WBWR",2009-08-18,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,230,"Lap"
"10392","Y1RBRY",2009-08-18,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,230,"Lap"
"10412","Y1RBRY",2009-08-22,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,234,"Lap"
"10414","R2WRRY",2009-08-22,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,234,"Lap"
"10415","R3YYRY",2009-08-22,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,234,"Lap"
"10416","Y1RBRY",2009-08-22,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,234,"Lap"
"10430","R2YYRY",2009-08-30,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"10431","Y7YRWR",2009-08-30,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"10433","R6WBRB",2009-08-30,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"10434","R7WYBW",2009-08-30,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"10435","R2BRRB",2009-08-30,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"10436","R2WRRB",2009-08-30,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"10437","R3YYRR",2009-08-31,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,243,"Lap"
"10438","R3YYRY",2009-08-31,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,243,"Lap"
"10440","R1BBRR",2009-08-31,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,243,"Lap"
"10441","Y7YRWR",2009-08-31,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,243,"Lap"
"10443","Y7WWYB",2009-08-31,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,243,"Lap"
"10452","Y1RBWB",2009-09-01,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,244,"Lap"
"10453","R1RWBR",2009-09-01,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,244,"Lap"
"10457","Y5WYWB",2009-09-01,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,244,"Lap"
"10459","R6WBWR",2009-09-01,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,244,"Lap"
"10460","R3YYRY",2009-09-01,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,244,"Lap"
"10464","R7WYBW",2009-09-01,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,244,"Lap"
"10467","R2BRRB",2009-09-01,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,244,"Lap"
"10479","R7WYBW",2009-09-09,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,252,"Lap"
"10480","R3YYRY",2009-09-09,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,252,"Lap"
"10482","R6WBRB",2009-09-09,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,252,"Lap"
"10483","R2WRRY",2009-09-09,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,252,"Lap"
"10484","Y6BBBR",2009-09-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,252,"Lap"
"10485","Y2RYRW",2009-09-09,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,252,"Lap"
"10486","R2BRRB",2009-09-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,252,"Lap"
"10487","R3WYRB",2009-09-09,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,252,"Lap"
"10489","Y1YYRR",2009-09-09,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,252,"Lap"
"10492","R7RRBW",2009-09-10,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"10493","Y5WYWB",2009-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"10494","R2YYRY",2009-09-10,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"10496","R7WYRW",2009-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"10498","R2BRRB",2009-09-10,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"10499","R6WBRB",2009-09-10,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"10500","R3WWBR",2009-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"10504","R7WYBW",2009-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"10505","R6WBWR",2009-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"10507","R2WRRY",2009-09-10,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"10508","Y5RRBW",2009-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"10509","R7RRWR",2009-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"10510","R7WYRW",2009-09-12,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"10515","Y1YYRR",2009-09-12,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"10517","R2YYRY",2009-09-12,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"10518","R3YYRY",2009-09-12,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"10520","R6WBRB",2009-09-12,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"10524","R3YYRY",2009-09-12,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"10525","R2WRRY",2009-09-12,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"10526","Y1RBWB",2009-09-12,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"10529","R2YYRY",2009-09-13,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10530","R7WYRW",2009-09-13,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10533","Y5RBYY",2009-09-13,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10534","Y5WBRW",2009-09-13,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10535","Y5WYWB",2009-09-13,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10536","R3YYRY",2009-09-13,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10537","Y6BBBR",2009-09-13,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10538","R1RWBR",2009-09-13,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10539","R2WRRB",2009-09-13,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10540","R7WYBW",2009-09-13,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10541","R6WBWB",2009-09-13,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10542","Y7WWWW",2009-09-13,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10543","R2BRYR",2009-09-13,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10546","R6WBRB",2009-09-13,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10548","Y7YRWR",2009-09-13,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"10563","R7RRBW",2009-09-14,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,257,"Lap"
"10564","R7WYRW",2009-09-14,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,257,"Lap"
"10566","R2YYRY",2009-09-14,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,257,"Lap"
"10568","R2WRRY",2009-09-20,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,263,"Lap"
"10570","R6WBWR",2009-09-20,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,263,"Lap"
"10573","Y7YRWR",2009-09-20,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,263,"Lap"
"10574","R7RRYW",2009-09-20,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,263,"Lap"
"10575","R2YYRY",2009-09-20,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,263,"Lap"
"10576","R3YYRR",2009-09-20,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,263,"Lap"
"10579","R1RWBR",2009-08-25,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,237,"Lap"
"10582","R3RRRR",2009-08-28,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,240,"Lap"
"10588","Y2YYWY",2009-08-30,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"10604","Y1RRRR",2009-08-16,"OBS","OW","SO",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"10605","R2YYRY",2009-09-25,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,268,"Lap"
"10627","R2YYWY",2009-10-18,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,291,"Lap"
"10633","Y8RRYW",2009-05-15,"OBS","OW","AME",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,135,"Lap"
"10634","R1BRRR",2009-11-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,315,"Lap"
"10636","R1BRBB",2009-11-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,315,"Lap"
"10637","Y1BWRR",2009-11-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,315,"Lap"
"10638","Y1YWWW",2009-11-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,315,"Lap"
"10639","R3WYBR",2009-11-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,315,"Lap"
"10640","R7RRRR",2009-11-12,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,316,"Lap"
"10641","R1BYYR",2009-11-12,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,316,"Lap"
"10642","Y7YRWR",2009-11-12,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,316,"Lap"
"10643","R7WYRW",2009-11-12,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,316,"Lap"
"10644","R3WYRB",2009-11-12,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,316,"Lap"
"10645","R6WBRW",2009-11-12,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,316,"Lap"
"10646","R1BYYR",2009-11-12,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,11,316,"Lap"
"10647","R7WYRW",2009-11-12,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,316,"Lap"
"10648","Y7RYWR",2009-11-12,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,316,"Lap"
"10649","R3WYRB",2009-11-12,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,316,"Lap"
"10650","Y1YWWW",2009-11-12,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,316,"Lap"
"10651","R2BRYR",2009-11-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,315,"Lap"
"10652","R7WYRW",2009-11-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,315,"Lap"
"10653","R1BYYR",2009-11-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,315,"Lap"
"10654","R1BYYR",2009-11-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,315,"Lap"
